name,artist,id,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
Women's Needs,The Cribs,51vLJBObWnmiSpY3AO3wrn,0.385,7,1,0.0104,273903,4,0.899,-2.732,0.0693,0.000901,129.428,0.0922,0.547,"18
",1
Down To The Waterline,Dire Straits,0KgNOW3Z5EEqieTwlftLX6,0.613,11,0,0.161,244333,4,0.668,-11.542,0.0475,0.16,138.766,0.147,0.552,"0
",1
Hollywood,Madonna,00f39l6Gd91kXOJ3qBnuU6,0.647,11,0,0.000225,264400,4,0.588,-7.519,0.0401,0.0554,125.992,0.277,0.604,"17
",1
High And Dry - South Bank Show,Jamie Cullum,7e6wJccCWWYs8nrGCP5UUt,0.441,5,0,0.352,334560,4,0.4,-11.703,0.026,0.718,92.059,0.712,0.286,"0
",1
She's A Lady,Tom Jones,5ZSVGNp4iQd1zDV3ggiXZY,0.455,11,0,0.000389,172493,4,0.844,-8.193,0.2,0.23,119.643,0.458,0.531,"0
",1
House Of 1000 Corpses,Rob Zombie,0tZhUPlklqPcperoijborn,0.36,0,1,0.791,566840,4,0.798,-9.114,0.216,0.0113,113.036,0.164,0.128,"0
",1
These Dreams,Heart,5fRTUCS48zwiGai2Ku8gSg,0.538,11,1,7.11E-06,254960,4,0.379,-14.122,0.0315,0.518,79.034,0.108,0.333,"0
",1
Another Woman,Moby,6UPW1dEXiy0dEfGCYRhqfo,0.602,11,0,0.846,236067,4,0.446,-11.608,0.0378,0.0841,110.899,0.122,0.495,"0
",1
Rectify,Beth Orton,2bWEQTM5Aq7S4P2mRrL9jG,0.778,0,0,0.0403,146987,4,0.204,-20.521,0.135,0.515,125.839,0.108,0.462,"15
",1
Djevelens Orkester,Kaizers Orchestra,4rTumCbNdNTVcHZDWt2CGy,0.491,0,1,0,229564,4,0.603,-4.634,0.0293,0.403,93.55,0.433,0.839,"0
",1
Over,Portishead,0ettSM1r9YwM8ExmgSeWKx,0.582,1,1,0.00014,235533,4,0.714,-9.448,0.0486,0.437,147.935,0.111,0.151,"0
",1
Electrical Storm - William Orbit Mix - Radio Edit,U2,62hiM4FlEXdRAInTiQ2W4u,0.429,9,1,0,264867,4,0.632,-6.207,0.0277,0.0486,96.012,0.396,0.358,"0
",1
Lighthouse Keeper,Get Cape. Wear Cape. Fly,1Xi8UNNIbUoihVYpVlp5ZV,0.634,2,1,6.36E-06,174800,4,0.198,-10.725,0.0395,0.89,124.877,0.111,0.456,"24
",1
Rid Of Me,PJ Harvey,2Xlm2B4bBUGXlSIJoboaa9,0.717,9,0,0.00796,268840,4,0.0903,-20.718,0.0545,0.00425,125.359,0.205,0.555,"0
",1
Animal,Pearl Jam,0lX6rfwgsvOlJVFh2jShBB,0.488,7,1,1.71E-06,167467,4,0.948,-6.062,0.0658,0.000105,105.95,0.0563,0.462,"0
",1
Bøn fra helvete,Kaizers Orchestra,5vw1t121Awjj7yeBGlvYTO,0.479,6,1,1.97E-06,240144,4,0.685,-6.234,0.0613,0.000289,126.102,0.0483,0.813,"0
",1
Wasting Time,Jack Johnson,4OQGKKI9sUQ16mdwJ4hE3m,0.853,2,1,0.00372,230453,4,0.673,-5.756,0.0652,0.142,143.969,0.0914,0.507,"0
",1
Carving A Giant,Gorgoroth,76WGfe7nBASvc8zvAQSYu9,0.221,8,1,0.913,250133,4,0.895,-6.309,0.0706,2.23E-05,120.277,0.405,0.216,"0
",1
Prequel To The Sequel,Between The Buried And Me,6yWnhTjQ0OQ41tCgyGXHVO,0.286,1,1,0.0804,518613,4,0.952,-5.971,0.162,0.000219,122.531,0.0819,0.149,"0
",1
My Life,Dido,6S7YlQlGOH2q60bW8od1oS,0.517,7,0,0.00463,189707,3,0.159,-11.223,0.0305,0.569,140.676,0.0971,0.178,"38
",1
Message Beneath Contempt,Raised Fist,6sLKkrEIgzfMW2I9CPc6Tf,0.25,1,1,0.000189,201874,4,0.92,-4.295,0.081,6.48E-05,73.114,0.122,0.318,"0
",1
Marrakesh Express - 2005 Remaster,Crosby,73MTboJfhKsHg1XkFZAVh9,0.571,7,1,0.000203,156680,4,0.557,-15.439,0.211,0.138,107.953,0.381,0.746, Stills & Nash,1
One More Cup of Coffee,The White Stripes,1uurBaypG202XcJXugz3XN,0.382,9,0,0.00507,193707,4,0.52,-4.751,0.0332,0.91,140.217,0.106,0.116,"0
",1
El mundo al revés,Amaral,6yIsISdt9IciyUez1FsXWR,0.592,5,1,0.000788,278507,4,0.727,-5.264,0.0285,0.0212,101.959,0.247,0.291,"20
",1
Free,Street Dogs,5tldTOCFSUjG6io96wH6TC,0.56,2,1,1.20E-06,219867,4,0.565,-7.797,0.0251,0.0198,98.088,0.111,0.36,"0
",1
Atom Bomb,Fluke,3ajbqS54UTMweMp1x24DFN,0.5,1,0,0.379,345234,4,0.915,-8.777,0.0483,0.00142,110.011,0.119,0.348,"43
",1
Dónde jugarán los niños - En vivo,Maná,62D6iTRmZ6zcOwWJEtDp3A,0.511,11,0,0.00126,361013,4,0.949,-4.632,0.0676,0.0104,157.964,0.771,0.135,"41
",1
Memory Lane,Elliott Smith,2AsgjNFR9savUKrB6vtBsC,0.523,1,0,0,150827,4,0.366,-12.259,0.0564,0.627,103.852,0.204,0.463,"0
",1
Two Young Lovers - Live At Hammersmith Odeon,Dire Straits,4hqDsdQ1QuHrkQOI6OOfcE,0.398,7,1,0.0702,289553,4,0.972,-6.272,0.0681,0.109,171.204,0.954,0.837,"0
",1
Blood Money,Jon Bon Jovi,2CNPK2muP5BXT4TIuAly9c,0.562,8,1,0,154933,4,0.235,-13.89,0.0265,0.568,76.991,0.085,0.398,"0
",1
Traffic Light,The Ting Tings,79gQTVBIMGXKt5OppmmyWR,0.669,11,1,8.05E-05,177640,3,0.425,-7.816,0.07,0.609,173.643,0.0792,0.597,"18
",1
Get Back,The Beatles Revival Band,1gWWKSw4vSpoixkwP95SV3,0.713,7,1,1.16E-05,161893,4,0.569,-10.662,0.0299,0.397,121.681,0.102,0.703,"0
",1
So Young,The Corrs,1vpFjf7k2b6TOfeuVrp4vG,0.637,7,1,1.89E-05,232293,4,0.74,-6.536,0.0288,0.29,104.975,0.377,0.85,"56
",1
Wish We Were Older,Metro Station,3qB5mWRf03GYfXCpH4e4GW,0.652,10,0,0,175520,4,0.853,-5.512,0.0305,0.000508,140.008,0.14,0.833,"38
",1
Amie - Live from Union Chapel,Damien Rice,3PbQ72pcSLk1zVUyxK1Mn0,0.396,11,0,1.52E-05,265120,3,0.0798,-15.831,0.036,0.842,107.899,0.934,0.101,"21
",1
Only Time Will Tell,Mike Oldfield,5KoUHqhv8cqqAZ4LwyeJG9,0.4,4,0,0.838,275800,4,0.461,-13.131,0.0317,0.33,185.157,0.0661,0.313,"37
",1
Far Beyond The Sun,Yngwie Malmsteen,671vZdjEOtml0luFydgvKU,0.239,5,0,0.826,349760,3,0.764,-13.968,0.102,0.00653,125.424,0.311,0.499,"0
",1
No ha parado de llover - En vivo,Maná,5kdTX3VCYyb4QYO48GleDX,0.399,2,1,0.001,546827,4,0.772,-4.818,0.0339,0.00112,158.062,0.954,0.0391,"37
",1
Can't Be Messin' Around,Craig David,3VwErJqZ03WNAxrtzMZvqt,0.805,1,1,0,233933,4,0.837,-7.077,0.0914,0.149,120.012,0.0756,0.817,"0
",1
Mr. Kaizer, hans Constanse og Meg,1e8cK8ACdrFOgZ4x2ShOKD,0.439,7,1,0,209162,3,0.607,-6.253,0.0347,0.225,115.295,0.364,0.262,Kaizers Orchestra,1
Point/Counterpoint,Streetlight Manifesto,0C2qRMW23BSY4lBzKOKS3W,0.774,9,1,0,327920,4,0.869,-5.298,0.0642,0.068,129.816,0.0733,0.818,"0
",1
No Expectations - Stereo Version,The Rolling Stones,4xFrINgw0HjziYIW2mZwDp,0.473,9,1,0.0124,235933,4,0.274,-13.001,0.027,0.588,92.424,0.125,0.281,"0
",1
Someday Never Comes,Creedence Clearwater Revival,0XdWgUyF2JObHA0UKQn8Fr,0.694,11,1,0,239507,4,0.363,-14.683,0.0356,0.0381,136.98,0.0769,0.321,"0
",1
In the Beginning,Mike Oldfield,02YOIR8Z5fCtxBPyk1Q07a,0.259,11,0,0.522,86667,4,0.128,-26.676,0.0534,0.829,89.525,0.262,0.138,"35
",1
I Like Birds,Eels,306MS7jwkjzHcacgLZH1KX,0.664,2,1,0.401,155133,4,0.674,-7.054,0.0432,0.247,138.295,0.177,0.778,"0
",1
Soon It's Gonna Change,Kurt Nilsen,2zkNnej6rPuJrOLk6UB0zJ,0.453,6,0,0,213716,4,0.381,-11.163,0.0409,0.544,88.053,0.119,0.305,"17
",1
Fly,Blind Guardian,0oSnOpMWG6aG3fNX8NgbFJ,0.529,8,0,0.0203,345783,4,0.938,-4.625,0.155,0.00937,117.988,0.0488,0.193,"0
",1
The Bat's Mouth,Bat For Lashes,1osIRm1CFQVJHsBiwtvZTF,0.265,11,1,0.000356,265293,4,0.331,-7.708,0.0316,0.828,132.162,0.0807,0.188,"24
",1
Mile End,Pulp,2TI7jHYVbAqumEm7LHgPo0,0.605,5,1,0.000472,270800,4,0.775,-8.909,0.0412,0.141,98.361,0.0918,0.406,"0
",1
Chuck E's in Love,Rickie Lee Jones,3Z7mFVDy2izZNCvUWGy13Z,0.797,9,1,0,209613,4,0.398,-10.789,0.0664,0.288,113.204,0.104,0.75,"45
",1
One and Only,Timbaland,0RH7h9UuFve3XSMZClcpQw,0.764,4,0,0,256600,4,0.666,-6.964,0.0476,0.0852,116.005,0.422,0.552,"0
",1
Love Song,Sara Bareilles,6vxp2qZ4ZSO9GWpYB0yBz9,0.583,2,0,0,258438,4,0.786,-3.142,0.0301,0.0208,123.052,0.189,0.573,"0
",1
Sensing Owls,José González,7xmaSf13tnXJeFAT9ROSmt,0.624,9,1,0.743,192747,4,0.404,-12.461,0.0336,0.543,156.778,0.22,0.474,"29
",1
Come on Eileen,Save Ferris,4Z4xFENnvMnRDPpAx5wpaO,0.375,2,1,0,249133,4,0.894,-6.366,0.0974,0.0545,115.366,0.593,0.324,"55
",1
Calm Under The Waves,Maria Mena,4ZrwyqXOaQelmSG7GraDw3,0.507,7,1,2.30E-06,202440,4,0.191,-13.38,0.0338,0.756,166.029,0.105,0.129,"27
",1
Ticket To Heaven,3 Doors Down,0BpJA6ZEof8KvQk4pkHCrl,0.579,7,1,0,207533,4,0.831,-4.476,0.0303,0.00723,107.987,0.0911,0.354,"0
",1
Fantasi,Timbuktu,7mh2Ti4lQem935GhZlBm2M,0.935,9,0,0,211440,4,0.591,-7.329,0.0526,0.295,110.991,0.0576,0.927,"0
",1
Otra Como Tu,Eros Ramazzotti,6xPLxzoLEeDohJkT0Nf3ni,0.52,1,1,4.74E-06,279627,4,0.691,-6.236,0.0315,0.101,177.85,0.117,0.477,"61
",1
The Duelists - 1998 Remastered Version,Iron Maiden,5WRkRjKhQpSieXHGX35T7V,0.239,4,0,0.0536,366427,4,0.959,-6.214,0.0665,0.000294,158.089,0.127,0.62,"0
",1
Women of Ireland,Mike Oldfield,2aD7VrMWY7VE57vYJRADfc,0.45,7,1,0.73,388586,4,0.239,-9.075,0.029,0.878,115.83,0.138,0.115,"37
",1
Elderly Woman Behind The Counter in a Small Town,Pearl Jam,4cEcpOmi1i7w9VovZvDyXu,0.271,7,1,1.69E-06,194493,3,0.523,-9.991,0.0315,0.108,180.581,0.128,0.213,"0
",1
Nan's Song,Robbie Williams,4csONhd0Qm1bTLRlJaqNZO,0.246,9,0,9.49E-05,938107,4,8.77E-05,-9.821,0.0441,0.199,77.817,0.123,0.1,"34
",1
Stray Cat Blues,The Rolling Stones,6vth9d0YRN1ePwPq3cbJgo,0.344,2,1,0.00592,277133,4,0.795,-9.367,0.0476,0.0167,104.944,0.0849,0.401,"0
",1
Stone Cold Crazy,Queen,4QKfN3fIOaBLH7FCmkUkyQ,0.446,7,1,0.000539,134067,4,0.914,-6.126,0.0798,0.0481,120.228,0.0891,0.452,"0
",1
Tahiti,Bat For Lashes,4vhfUYdu4T9JqkbuZiFTob,0.4,11,1,0.00193,218813,3,0.312,-10.72,0.0351,0.955,129.34,0.112,0.344,"24
",1
Twilight Time,The Platters,1tu5rCtK0jCLMeoWCYnttf,0.408,9,1,0,164400,4,0.366,-10.434,0.0296,0.869,77.711,0.267,0.294,"0
",1
Dreams Be Dreams,Jack Johnson,3aETh8OersbfiSdX4LsdCu,0.903,2,1,0.042,132653,4,0.503,-9.312,0.0408,0.506,112.049,0.276,0.767,"0
",1
To Bring You My Love,PJ Harvey,1KMAfQba4ieO43YaUYWN9w,0.403,0,1,0.00686,333893,4,0.265,-15.026,0.0375,0.615,116.238,0.059,0.122,"0
",1
Plus d'hiver,Yann Tiersen,0O22oPiRIxcLjfus6zkund,0.419,1,0,0.139,143480,4,0.0799,-19.749,0.0353,0.984,83.327,0.112,0.298,"0
",1
Free,Cat Power,2v1IbJQO2DOhGMDhBG40AK,0.833,0,1,0.0115,213107,4,0.666,-8.864,0.0353,0.325,133.617,0.118,0.731,"0
",1
Mike Mills,Air,4Kay0txJIyIz0c941Nurb1,0.499,4,0,0.901,266813,4,0.41,-10.927,0.0287,0.826,158.086,0.0972,0.48,"39
",1
Wild Honey,U2,3ZEbqeiUMDWZMBNNMBAYU8,0.567,7,1,6.69E-06,226893,4,0.79,-7.221,0.0289,0.00239,125.129,0.103,0.376,"0
",1
Salvation,Helloween,5ft2sFyexQyAGsmW2KCzH8,0.363,5,0,6.33E-06,341800,4,0.977,-4.548,0.0934,0.000215,150,0.317,0.206,"0
",1
Camel,Flying Lotus,2U9hZdk1ZxxT5z0oMXVopm,0.699,0,1,0.2,142893,4,0.926,-6.142,0.285,0.0132,84.863,0.311,0.584,"38
",1
Wait A Minute,The Pussycat Dolls,4DF1j2aUCXLphMkCHzZ5eJ,0.869,8,1,5.32E-05,221947,4,0.842,-5.213,0.0484,0.0486,136.452,0.33,0.971,"0
",1
Voices,Cheap Trick,53VHRWhYdLLkBli26hQ1hz,0.456,4,0,0,262760,4,0.691,-7.773,0.0265,0.252,94.854,0.366,0.531,"33
",1
Fifteen Feet Of Pure White Snow,Nick Cave & The Bad Seeds,15XnR1wQnyKJqeRpR1tdFH,0.564,9,0,0.000115,336773,4,0.499,-10.427,0.0495,0.578,123.499,0.0575,0.454,"0
",1
The Ghost of Tom Joad (feat. Tom Morello) - Live in Anaheim, CA with Tom Morello - April 2008,72CmDpJ0xhBitFCMC7SpRN,0.344,4,0,7.82E-05,519827,4,0.921,-4.801,0.128,0.26,80.664,0.955,0.171,Bruce Springsteen,1
Do You Wanna Dance? - U.K. Remaster,The Beach Boys,4eKb7P1pIpWHjuAI9vO5Db,0.415,10,1,0,141600,4,0.793,-6.159,0.0415,0.524,146.812,0.321,0.794,"0
",1
Stay Loose,Belle & Sebastian,2zuFtQBdSSDeehwZaK578S,0.714,0,0,1.31E-06,401867,4,0.567,-7.379,0.0351,0.0557,129.818,0.0585,0.62,"26
",1
YOU MAKE MY WORLD GO AROUND,Nikola Sarcevic,0DzwyKGrFBMhKADKMFvwby,0.338,4,1,6.32E-06,139080,4,0.328,-9.35,0.0323,0.861,121.754,0.161,0.167,"0
",1
Cupid,Jack Johnson,1XdM0FHv3Jv3DC6SWixfCR,0.681,6,0,0,65560,4,0.25,-10.223,0.0464,0.801,125.265,0.135,0.767,"0
",1
He War,Cat Power,5ExKQmyyEsGaqFRsc0DWOX,0.533,0,1,0.437,209707,4,0.767,-8.437,0.0367,0.878,170.111,0.0911,0.655,"0
",1
Mi Cancion de Domingo,Sidonie,7DFt3hF9Qmc3a1VIDHOINA,0.537,5,1,0,212067,4,0.82,-5.35,0.0308,0.0015,140.033,0.107,0.362,"16
",1
Håll ut,Lars Winnerbäck,3dwMDEPCXrOhaj4KUJWaCL,0.527,4,1,4.54E-05,199667,4,0.947,-3.304,0.0393,0.00367,119.072,0.202,0.708,"0
",1
It's Not Me,3 Doors Down,7kGJE59sqUwzsxpPQkqjcI,0.406,4,0,0.00158,194267,4,0.783,-4.145,0.0388,0.00235,174.395,0.148,0.43,"0
",1
Good Times Gonna Come,Aqualung,1MnQRsZ6cbrFS7O7lRMr0t,0.557,5,1,0.377,268773,3,0.322,-11.698,0.0263,0.279,113.912,0.161,0.193,"0
",1
It's About Time,One Night Only,0kUfYD3OzfLed066nbFnj7,0.522,4,1,7.09E-06,206213,4,0.85,-6.203,0.0339,0.0132,136.101,0.34,0.375,"13
",1
Que Puedo Pedir,La Oreja de Van Gogh,2vW3R8pi2zTfM8OhNDOCTy,0.698,5,1,0,182040,4,0.886,-4.771,0.0303,0.383,114.023,0.206,0.812,"34
",1
Call It Karma,Silverstein,4uqOLqlYCxq424X5P9R4YG,0.434,9,0,2.23E-05,254027,4,0.882,-3.112,0.049,6.28E-05,169.954,0.292,0.253,"0
",1
Losing My Edge,LCD Soundsystem,1XlDNpWy8dyEljyRd0RC2J,0.769,5,0,0.631,473067,4,0.959,-8.717,0.0634,0.000208,116.168,0.331,0.893,"49
",1
Carrie,Europe,29wJiSQcze8HEmxkUQykyp,0.457,7,1,2.37E-06,272133,4,0.487,-7.112,0.0266,0.113,136.596,0.358,0.139,"71
",1
Brand New Day,Sting,1iT9PiQOOnK4TILUIEyD9e,0.497,4,1,5.18E-06,380200,3,0.814,-7.41,0.0747,0.21,157.418,0.0713,0.393,"52
",1
Can't Stop,Maroon 5,0JsbJarhyRhezaPWMnKidX,0.61,4,0,0,152800,4,0.931,-1.872,0.0633,0.0167,154.874,0.0585,0.971,"0
",1
Sanvean - Live Remastered,Dead Can Dance,79WWNJKEk1xJE70jAhTFK3,0.115,9,0,0.0768,238693,3,0.234,-12.081,0.0388,0.936,92.457,0.674,0.0384,"24
",1
Rollover D.J.,Jet,2CNYns4imTBYe52m98xXqM,0.489,0,1,8.59E-06,196600,4,0.918,-3.762,0.0513,0.000309,133.554,0.102,0.63,"43
",1
Under Pressure (Live In Montreal),Queen,0ZEZBr8D036JmWv1FYRujr,0.461,2,1,0.000427,229120,4,0.946,-4.366,0.0715,0.00162,115.287,0.989,0.177,"0
",1
You Are Not Alone,Eagles,0nut9NSzwB2fSLk1nDyjTm,0.538,0,1,0.00229,144213,4,0.403,-10.091,0.0284,0.187,76.165,0.133,0.434,"0
",1
Fresh,Daft Punk,78H72MElkOY9cRnaudxZFY,0.503,1,1,0.272,244400,4,0.952,-9.308,0.572,0.268,126.345,0.875,0.174,"45
",1
Cerezas,Huecco,4QNyLXK7QWdk1MzaV6qvOq,0.489,9,0,0,227867,4,0.868,-4.239,0.0734,0.0997,128.134,0.231,0.88,"23
",1
Slave Song - Live,Sade,6Hn660eFcV0xAKqiBq99Wt,0.723,9,0,0.00625,275267,4,0.484,-11.612,0.0417,0.184,117.993,0.826,0.246,"29
",1
Say Something, Say Anything,64ZkQnklnLwwQSjnrzGABq,0.383,9,0,0,192075,4,0.993,-3.892,0.141,0.00596,147.622,0.152,0.208,Blood Red Shoes,1
My Aphrodisiac Is You,Various Artists,1nRGYbwUpgUKDj80HsxBS2,0.66,2,1,2.73E-05,212107,4,0.305,-9.974,0.0279,0.772,87.025,0.256,0.477,"0
",1
Teenage Dirtbag - Explicit Album Version,Wheatus,0P8TSeRC5oSwjqGjkduTvF,0.625,4,1,0.000233,241667,4,0.85,-3.904,0.0495,0.346,94.661,0.174,0.633,"0
",1
Family Man,Mike Oldfield,4eG73u0z6VULG7BrikmGmr,0.767,5,0,0.00023,226200,4,0.859,-7.857,0.0367,0.168,130.125,0.39,0.941,"0
",1
Love Action (I Believe in Love),The Human League,7ttwrfe807K63aXv3VSKU1,0.69,0,1,0.00153,231133,4,0.675,-7.824,0.0305,0.121,121.559,0.159,0.635,"0
",1
Ueoh!!,Mojinos Escozios,28whNu3zrlCZ849DsUySNd,0.568,4,1,3.07E-06,255040,4,0.92,-4.264,0.0539,0.201,102.997,0.0862,0.601,"25
",1
Next To You - Remastered 2003,The Police,4DPOoRhgBJf73mmkxmNAax,0.407,4,0,1.26E-05,171500,4,0.975,-6.181,0.0666,0.0454,175.246,0.088,0.61,"0
",1
Selfish Girl,Rihanna,3QheqXpRMMTQHkcMFUEzYp,0.724,11,0,0.00714,217173,4,0.643,-4.981,0.0837,0.0023,82.012,0.0633,0.737,"0
",1
Carpet Crawlers,Genesis,4IZc2GaVrfUwkJsXNXQFxS,0.282,2,1,0.000661,315627,4,0.322,-15.271,0.0366,0.644,143.094,0.345,0.256,"0
",1
Shooting Star (Remastered Album Version),Bad Company,3o3HURR06RatkEIE2Kcsht,0.548,9,1,2.56E-06,376360,4,0.642,-7.998,0.029,0.109,83.567,0.046,0.599,"0
",1
The Sweetest Gift - Live,Sade,7c8xlAvhyPq5yWf6WnWDLt,0.423,0,1,0.000212,152333,3,0.137,-17.459,0.0355,0.917,120.123,0.708,0.191,"26
",1
Wildest Dreams,Iron Maiden,1PTM03vodcS9epPv4W4tzi,0.292,9,1,1.35E-05,232747,4,0.929,-3.669,0.0737,0.00136,103.64,0.0757,0.546,"0
",1
Changes,3 Doors Down,78IdWmZqEjDk3WBy7JxwKF,0.271,2,0,0,236867,1,0.708,-5.781,0.0396,0.000609,161.154,0.0762,0.197,"0
",1
Vi kan väl vänta tills imorgon,kent,0AlQfgLEiffGPGERmCOw1H,0.174,9,1,0.000265,416267,4,0.586,-9.969,0.0416,0.00772,169.814,0.0765,0.217,"32
",1
Turn It On Again - Remastered,Genesis,3KeVHx19HwWzDGemwEOVoA,0.478,7,1,0.00597,232040,4,0.861,-7.63,0.0363,0.0164,128.356,0.12,0.139,"53
",1
Livin' la Vida Loca - Spanish Version,Ricky Martin,3NDcDTTHls5QLGkxqszSGI,0.453,11,1,0,243507,4,0.956,-3.05,0.0673,0.0112,178.151,0.0546,0.923,"0
",1
The Spirit,Edguy,5bXAH1eeiJ5wCOOfG1eLuh,0.54,6,1,0,230987,4,0.882,-5.807,0.0483,0.0185,98.027,0.251,0.327,"11
",1
Stort liv,Lars Winnerbäck,75oC9a4G69ZczcrmZ6Uhf9,0.479,2,1,0,200387,4,0.963,-3.494,0.0394,0.0672,94.467,0.0863,0.889,"37
",1
Rules,Shakira,2KB42Lvoav7uKtFSq5F6ZH,0.689,5,0,1.56E-06,219427,4,0.861,-6.348,0.043,0.037,149.009,0.172,0.762,"0
",1
Dreamland,HammerFall,5nCsNSH8W5WbhfRPzSWmso,0.513,6,1,0.016,340067,4,0.992,-5.894,0.0873,2.82E-05,139.935,0.261,0.348,"0
",1
Monkey,Low,4u51yg8263eJ3uxmyTU6Mi,0.5,7,1,0.648,259880,4,0.542,-8.808,0.035,0.0277,116.478,0.352,0.197,"0
",1
Coming Home,John Legend,6sneTpklGgPkviDxdPvWhK,0.566,0,1,2.53E-06,305133,4,0.444,-8.971,0.0285,0.345,130.023,0.11,0.131,"0
",1
The Dream Is Always The Same,Tangerine Dream,5iRVl2TQ54sk9KMed2iUDy,0.722,6,1,0.929,223293,4,0.594,-17.13,0.049,0.976,126.579,0.126,0.755,"36
",1
Kill The King,Rainbow,2G0mUXIwgANkkDZHLbt1rx,0.42,0,1,0.00329,270507,4,0.938,-7.882,0.0664,0.00136,119.449,0.173,0.697,"0
",1
Två dagar på en öde strand,Sonja Aldén,504LPaeNMNYiTLSl3Rnncg,0.486,3,1,2.64E-06,276480,4,0.45,-6.975,0.0268,0.435,135.996,0.223,0.0763,"24
",1
Burden In My Hand,Soundgarden,5aDKuMBuyPZsIgbfR7UbQK,0.32,10,1,0.0125,290067,4,0.802,-8.909,0.0395,0.00635,183.424,0.185,0.588,"0
",1
Boys From Nowhere,Turbonegro,4c0qW72pmyk4f1WrqpUuCU,0.284,9,1,0.0756,210293,4,0.968,-3.264,0.0693,0.011,166.597,0.33,0.319,"0
",1
Mirror Kissers,The Cribs,3mBrJdetRetczODfHl9j2V,0.305,4,1,0.000133,215147,4,0.957,-3.378,0.0631,0.000231,161.575,0.146,0.709,"0
",1
In A Big Country - Radio Edit,Big Country,48cgh5GzcY6Fa7XS5N39BU,0.57,4,1,8.31E-06,230253,4,0.941,-5.369,0.0596,0.00664,125.875,0.278,0.576,"45
",1
A Wish For Something More,Amy Macdonald,2g0InWn4ar9GEynmZdRzbu,0.691,7,0,0,226200,4,0.882,-3.754,0.0256,0.149,101.974,0.307,0.868,"0
",1
Ten Storey Love Song,The Stone Roses,5S4DTQrx7StFZKdqCdK4YS,0.399,2,1,0.00581,269867,4,0.812,-6.927,0.037,0.00416,100.467,0.246,0.274,"0
",1
Durch den Monsun - Radio Mix,Tokio Hotel,0XNfkDA0tCxlACspkJuCs8,0.657,4,0,0,236800,4,0.611,-6.445,0.0285,0.0192,112.01,0.226,0.199,"0
",1
Gouge Away,Pixies,1YZDkJOFT8xlAXDi8lneb3,0.661,4,1,0.0241,165067,4,0.407,-14.111,0.0334,0.00164,125.644,0.0987,0.497,"57
",1
Green Grass,Tom Waits,4km5ciw3tnpi3jRW6jMH0w,0.654,0,0,0.00232,193600,4,0.176,-19.581,0.0489,0.863,95.664,0.131,0.407,"0
",1
Solitary Man,Neil Diamond,1Hd6TTAaRi0ml4ZjDAB1fx,0.547,4,0,0,153733,4,0.458,-12.987,0.0295,0.226,78.469,0.348,0.813,"0
",1
Aeroplane,Björk,0SGL71WamwfFSR0wq1WYts,0.629,7,1,0.000853,236493,4,0.275,-14.904,0.0315,0.0938,104.657,0.143,0.13,"0
",1
On a Neck, On a Spit,18wtixhJzC2Shhk1A3F8eB,0.261,2,1,0.102,346853,3,0.442,-8.207,0.0321,0.222,93.443,0.221,0.17,Grizzly Bear,1
True Companion,Marc Cohn,38Hfx2SfnlQxXWXWbGZXAq,0.465,9,1,1.11E-06,249960,4,0.16,-18.027,0.0406,0.812,114.591,0.109,0.293,"49
",1
I'll Never Fall In Love Again,Burt Bacharach,3kHoPtIBW0GAfs5DbqLvmX,0.672,2,1,0,192267,4,0.2,-13.86,0.0453,0.789,123.541,0.114,0.517,"0
",1
Back to the Primitive,Soulfly,3t3cv2Vb8XzjipocvYP22U,0.601,11,1,0.608,261960,4,0.89,-4.824,0.0965,0.000156,112.085,0.123,0.688,"48
",1
Sleeping Beauty,A Perfect Circle,0cGPyglLMBrf7fvrD3uPBd,0.415,6,1,0.701,250827,4,0.742,-5.756,0.0348,0.000258,117.788,0.122,0.555,"47
",1
Lovely 2 C U,Goldfrapp,7jIKvVxJHAzuTj4UMkUJa9,0.636,7,1,9.37E-06,205200,4,0.711,-6.517,0.0455,0.00418,129.093,0.114,0.65,"0
",1
Erase / Rewind,The Cardigans,2UY4BdOZ7Ncfke96BBUTzM,0.732,11,0,0.00112,215760,4,0.681,-7.103,0.0317,0.00145,103.72,0.11,0.699,"0
",1
Bang And Blame,R.E.M.,02ku26qJEzKy1XdxtU8xdc,0.689,7,1,0.463,329329,4,0.586,-9.882,0.0404,0.162,120.914,0.125,0.421,"0
",1
Who Got the Funk?,The Streets,0vKQBFCY0jCMcD7Y8AA1Od,0.836,3,0,0.485,109640,4,0.825,-6.574,0.151,0.174,126.844,0.261,0.569,"39
",1
Risque,Cute Is What We Aim For,2ZnvQmwIjlI2gcfryPksn0,0.571,4,1,6.04E-06,222227,4,0.786,-5.088,0.0552,0.0657,131.945,0.15,0.512,"42
",1
While The Cold Winter Waiting,trentemøller,32FcyKkzeM1YeVcXzvJEbR,0.383,7,1,0.862,311055,3,0.319,-18.753,0.0373,0.732,149.957,0.0888,0.265,"0
",1
Loaded - Edit,Primal Scream,6CInKVeUjxZYpTLd177d0S,0.67,8,1,0.477,273240,4,0.716,-8.097,0.0656,0.000318,91.136,0.107,0.777,"0
",1
