name,artist,id,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
Shake It Like Shammi,Vishal-Shekhar,2p54FBeWYWX56nPCaR67hP,0.728,10,0,0.000136,206720,4,0.818,-5.695,0.0856,0.0992,93.029,0.0861,0.961,"34
",0
Drama Queen,Vishal-Shekhar,7xxxQG1BupSnOBo4qId9kl,0.705,7,1,0,198747,4,0.913,-6.709,0.0788,0.0137,145.948,0.329,0.955,"41
",0
Manchala,Vishal-Shekhar,3zAXHUL5YcYOA41rruvjy4,0.365,11,0,0,227507,4,0.649,-5.295,0.0408,0.151,78.398,0.121,0.453,"49
",0
Zehnaseeb,Vishal-Shekhar,3xF15SqY32Mno3UUMBirhU,0.623,7,1,0.000131,217440,4,0.595,-6.342,0.0331,0.363,78.029,0.353,0.418,"56
",0
Ishq Bulaava,Vishal-Shekhar,1fkjRQA8wXPPyxqYLbxuqy,0.579,7,1,3.33E-05,303640,3,0.713,-7.334,0.0318,0.617,159.915,0.118,0.635,"53
",0
"Bas Ek Pal (From ""Bas Ek Pal"")",KK,1RmUloRrJTFhKdyUlNyr4l,0.617,7,0,0.00333,332512,4,0.875,-4.834,0.0454,0.262,118.988,0.647,0.726,"0
",0
"Tere Bin (From ""Bas Ek Pal"")",Atif Aslam,5dtQnGOB4KFESqkrWEE8Tb,0.296,0,1,9.01E-06,275987,4,0.796,-4.846,0.0742,0.453,87.845,0.0869,0.423,"0
",0
Bas Ek Pal - Remix,KK,6zrJ5sBe6lMnEsQO6wfXUz,0.621,7,0,0.094,273247,4,0.958,-5.583,0.0618,0.0183,127.937,0.401,0.649,"0
",0
Tere Bin - Remix,Atif Aslam,0RJNNBj8aaXAEmNTBrn6AN,0.597,0,1,0.00239,217426,4,0.851,-6.085,0.0295,0.00821,114.982,0.287,0.246,"0
",0
Hawa Mein Udati Jaaye,Bombay Vikings,3L3cJpppAQU8vfaOpmtypc,0.649,9,1,1.04E-05,225467,4,0.656,-6.052,0.155,0.00555,190.044,0.0358,0.957,"0
",0
Chhod Do Aanchal Zamana Kya Kahega,Bombay Vikings,4LDGMzVcHkRbIftwNiifsD,0.784,7,0,0,219827,4,0.766,-7.812,0.111,0.0541,99.99,0.291,0.819,"0
",0
"Hum To Deewane Huye (From ""Baadshah"")",Abhijeet,7h5DJxxwm4nivuWwYxMxpZ,0.64,4,1,0,420598,4,0.498,-13.234,0.0618,0.232,85.961,0.0591,0.809,"0
",0
"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",Alka Yagnik,4YyQA3vwA0yEoteastc4ly,0.787,7,1,0.000315,319040,4,0.493,-11.784,0.0445,0.195,121.694,0.128,0.945,"0
",0
Baatein Kuch Ankahee Si - Unplugged,Pritam,4yWEl7boNZlIUQ32enHCsi,0.71,9,1,0,258800,4,0.229,-9.756,0.0311,0.761,122.926,0.114,0.448,"47
",0
Baatein Kuch Ankahee,Pritam,5arambGXhSW6TZUR9L0tSw,0.658,0,1,2.80E-06,275413,4,0.536,-7.605,0.0277,0.156,121.957,0.176,0.237,"47
",0
Saari Raat,Noori,3mYsmSJruBRGkaw0VGRqhJ,0.416,1,0,0.000187,444000,4,0.429,-15.063,0.0618,0.0465,130.32,0.288,0.205,"30
",0
Raat Hamari Toh,K. S. Chithra,45paIfNi95gbZekxQyA4hz,0.571,6,1,0,301767,4,0.296,-12.4,0.0325,0.705,99.997,0.291,0.245,"0
",0
Kaisi Paheli Zindgani,Sunidhi Chauhan,6JPTrKw6pzAbMW7KHu1TTW,0.75,10,1,0,240280,4,0.402,-9.748,0.054,0.386,119.833,0.134,0.75,"0
",0
"Piyu Bole (From ""Parineeta"")",Sonu Nigam,5Xkfw6B1Cs4jnpKOh0GULs,0.667,1,1,0,262293,3,0.341,-11.183,0.0254,0.614,97.5,0.162,0.6,"0
",0
"Soona Mann Ka Aangan (From ""Parineeta"")",Sonu Nigam,7JoQmAPCBcuJqxPVLAEUtv,0.386,3,1,2.16E-06,266000,3,0.278,-12.286,0.0343,0.779,112.401,0.0904,0.361,"0
",0
Issaq Tera (Male),Sachin-Jigar,17xSlBjXLi4hh8L00urnPu,0.478,7,1,0,196740,4,0.561,-8.188,0.0399,0.677,147.432,0.134,0.362,"0
",0
Sang Hoon Tere,Pritam,44DFFra1iTFvIGpzVlRHFx,0.577,0,0,1.15E-06,264840,4,0.634,-5.597,0.0286,0.18,80.991,0.186,0.392,"42
",0
Jannatein Kahan,Pritam,62wnQra2VgCUyHO3BUIAcr,0.545,0,1,2.80E-05,228093,4,0.77,-6.102,0.0655,0.308,159.975,0.167,0.696,"44
",0
Rab Ka Shukrana,Pritam,2VJIaxgWeyw9loL1sqKl7c,0.602,10,0,0,299573,4,0.559,-6.203,0.0426,0.615,122.017,0.131,0.44,"45
",0
Tera Deedar Hua,Pritam,0d1JQdBaeetUo8xAiKCT3C,0.58,2,1,0,347573,4,0.846,-3.464,0.0523,0.592,89.952,0.113,0.774,"45
",0
Kabira,Arijit Singh,0P0QtzYknn4wutXTHpjJqc,0.594,2,1,0,270080,4,0.615,-7.782,0.122,0.458,171.879,0.204,0.895,"0
",0
Uska He Banana,Arijit Singh,3uXGhQyjQI537UN5HIXfOp,0.563,0,0,0,328360,4,0.696,-4.171,0.0264,0.298,101.932,0.28,0.329,"0
",0
Main Dhoondne Ko,Arijit Singh,67tUdFZHMCS25Ku38hpSJe,0.552,2,0,0,263028,4,0.471,-6.338,0.0324,0.594,79.916,0.123,0.258,"0
",0
Kabhi Jo Badal Barse,Arijit Singh,0abFCVmIYGQB6fuMnx0ftU,0.457,0,0,0,254485,4,0.457,-6.871,0.0292,0.28,149.847,0.132,0.239,"0
",0
Har Kisi Ko,Arijit Singh,4deh8DorS1TYfdAqCc29IS,0.555,3,1,0,337085,4,0.706,-7.117,0.0328,0.459,95.068,0.264,0.295,"0
",0
Ya Ali,Pritam,4Dwp0BB00Wo8ejAvlzJQBA,0.631,4,0,0,293627,4,0.906,-5.43,0.0496,0.199,123.011,0.517,0.778,"0
",0
"Ada (From ""Garam Masala"")",Sonu Nigam,74JOh7ocZhl5Yo9pjJP1NC,0.674,0,0,0,287112,4,0.866,-7.932,0.0755,0.0726,99.987,0.0412,0.896,"0
",0
Sharara Sharara,Asha Bhosle,4oVV1z2IUyiQXkRmzBu1yn,0.683,6,0,0.00145,297787,4,0.878,-8.79,0.399,0.415,94.982,0.132,0.599,"0
",0
Loot Gaye,Saswati,59eeF5JApMJMjVJGACLZWp,0.724,1,1,0.0551,319520,4,0.892,-6.781,0.0652,0.165,100.003,0.0596,0.574,"2
",0
Baby Doll,Majid,3VMJHpyMKnOI1wl7xNH0xh,0.828,4,0,5.57E-06,213891,4,0.844,-2.954,0.115,0.265,104.002,0.196,0.505,"0
",0
Maaeri,Palash,2iPjOss5nlBeqMXbFiM69r,0.465,1,1,0,304320,3,0.667,-4.61,0.322,0.21,195.071,0.0756,0.572,"0
",0
Moula Mere Moula,Roop Kumar Rathod,0V6eEsT6CFK8KeQ8tgrXk9,0.463,0,1,0.00564,362293,4,0.562,-13.208,0.0395,0.46,119.935,0.0803,0.413,"0
",0
Tu Hi Re - Bombay / Soundtrack Version,Hariharan,6nwRC0UkS1MdOOMjcJsrbX,0.445,3,1,0,435493,4,0.188,-13.885,0.0336,0.158,99.718,0.0958,0.357,"52
",0
Locha -E- Ulfat,Jahangeer,3ZTDuWHLNxba6fYHyCRAOo,0.706,0,1,0,288523,4,0.742,-5.807,0.0462,0.0407,106.949,0.493,0.938,"0
",0
Sunny Sunny Yaariyan,Majid,3wsN9jRl5LQUqnSpbnCJ6V,0.797,11,0,0.0133,121858,4,0.871,-7.483,0.114,0.00262,129.959,0.254,0.487,"0
",0
Offo{2 State},Majid,5jhbbUnQp5owjCglVFgoGq,0.802,3,1,1.19E-06,214021,4,0.622,-6.742,0.0441,0.0147,130.034,0.0643,0.747,"0
",0
Tera Muskurana,Shaan,2vmN0wIxg8znE12UeiDLFZ,0.671,7,1,0,234136,4,0.663,-11.441,0.0717,0.0929,139.874,0.0601,0.796,"0
",0
Allah Ke Bande - Live,Kailash Kher,0o4A9B2uu0uMvOjjLlwqqD,0.774,7,1,0,275427,4,0.434,-6.956,0.0325,0.5,98.076,0.0831,0.92,"3
",0
"Tera Mujhse - From ""Aa Gale Lag Jaa""",Kishore Kumar,5MYyt4LoL7WKGZC6cVZGkI,0.336,7,1,1.22E-05,339667,3,0.697,-4.719,0.0425,0.757,79.845,0.0846,0.501,"25
",0
Daav Laga,Ram Sampath,6A0Tg8hs7zZqGJgNziGJ2S,0.803,11,1,0.00563,180507,4,0.909,-3.822,0.0577,0.0503,97.009,0.255,0.909,"27
",0
Purani Jeans,Ali Haider,5QgCSg4ucQqA9KgmqNwMwx,0.769,0,1,0.000105,302973,4,0.713,-7.711,0.0313,0.236,91.941,0.167,0.895,"14
",0
Garaj Baras - Dance All Night,Ali Azmat,6YwpeQGXb2ubUEfmTxaS81,0.521,0,1,0.00775,291480,4,0.89,-8.589,0.0729,0.0189,116.088,0.574,0.786,"0
",0
Anjane,Strings,7lwyyBQs6k6yqG383g8fSk,0.52,3,1,0.00321,289173,4,0.747,-8.358,0.0368,0.00452,102.938,0.0924,0.44,"0
",0
Jaag,Jarar Malik,2dItOWZeiJQN4IyhhAWqgY,0.583,8,0,0.00444,251899,4,0.773,-11.473,0.0545,0.0224,130.035,0.0995,0.792,"0
",0
Channa Vey,Kunal Ganjawala,6t4a5b9gsZ1TGs6z6v51Ku,0.707,8,1,1.26E-05,268107,4,0.9,-5.293,0.0446,0.00112,115.012,0.0729,0.699,"0
",0
Laal Ishq,Arijit Singh,7ujrD5YR8KL3YnAHZEuYJd,0.544,3,1,0,387291,4,0.66,-6.267,0.0259,0.0354,105.964,0.265,0.516,"0
",0
Soch (Hardy Sandhu),Harrdy Sandhu,1hKr4uNI1IbvoD1PoD0AHg,0.637,4,1,0,347012,4,0.645,-3.951,0.053,0.756,140.043,0.166,0.472,"0
",0
Aaj Mausam Bada Beimann Hai [Today the weather plays tricks on me],Mohammed Rafi,7u5eIk8q6QIBJavwoObsqf,0.342,0,1,0.00158,201640,4,0.573,-7.44,0.0341,0.823,140.88,0.0959,0.516,"20
",0
Dhokha Dhadi,Arijit Singh,2LLSGLqrh5VrU4HjTam3n5,0.59,2,1,0,248999,4,0.687,-6.599,0.0445,0.487,91.974,0.187,0.867,"0
",0
"Phir Le Aya Dil (From ""Barfi!"") - Reprise",Arijit Singh,3fDdI3emA8Wl7fZgILDruK,0.231,7,1,3.50E-06,305613,4,0.545,-8.92,0.0358,0.838,77.727,0.0961,0.325,"0
",0
"Whistle Baja Ke - From ""Heropanti""",Manj,7oWo5Pvzdhy4o2vPWkbRt1,0.751,0,0,0,193611,4,0.835,-9.253,0.0468,0.198,108.019,0.17,0.691,"0
",0
Zinda,Shankar-Ehsaan-Loy,7vZz8oJ5qAqB9MghufRK5k,0.603,4,0,3.36E-06,211120,4,0.708,-7.047,0.0379,0.000173,105.046,0.158,0.611,"56
",0
"Khalifa (From ""Lekar Hum Deewana Dil"")",A.R. Rahman,1BwlamEsFRvFgnXAZNJFQA,0.694,7,1,2.16E-05,303598,4,0.886,-5.133,0.0525,0.0212,120.016,0.108,0.623,"15
",0
"Hungama Ho Gaya - From ""Queen""",Asha Bhosle,79rjiD1oyxeOmqCW1GKlS8,0.624,8,0,0.202,271586,4,0.847,-7.246,0.0455,0.103,138.059,0.284,0.507,"0
",0
Saturday Saturday,Sharib Toshi,5L9gWUx3Ystgb42kn3AF0i,0.847,8,1,0,210799,4,0.938,-4.615,0.0974,0.149,130.02,0.107,0.786,"41
",0
Shaayraana,Pritam,2UGhg8kZPwn9Aofl1083N4,0.608,2,1,1.46E-05,261439,4,0.665,-4.244,0.0482,0.606,93.919,0.0832,0.704,"19
",0
Boro Boro,Robert Uhlman,0kUnLyn5MLuHqDS8Q3sXXB,0.689,10,0,0.000409,186933,4,0.868,-7.156,0.0415,0.345,94.987,0.204,0.869,"0
",0
Udaari,Swaroop Khan,4YDrn4zBktWYVlXNFB9Ioc,0.741,9,1,0,171130,4,0.913,-5.044,0.043,0.221,115.032,0.183,0.874,"1
",0
Chunari Chunari,Abhijeet and Anuradha Shriram,5ZCRQ55ExAxJwqFONKYVhj,0.728,6,1,0.000105,248827,4,0.778,-6.492,0.128,0.0211,119.953,0.0675,0.641,"34
",0
Habibi,Rahat Fateh Ali Khan,1oqb2byqglKfTr4TEvLtGZ,0.741,10,0,0,291792,4,0.782,-4.795,0.0709,0.13,95.022,0.147,0.717,"40
",0
Zaroori Tha,Rahat Fateh Ali Khan,0JChw6k59cZxegh0SGceE1,0.523,8,0,0,342024,4,0.674,-4.832,0.0328,0.771,114.058,0.139,0.239,"50
",0
Punjabi Wedding Song,Vishal-Shekhar,69iDTIABXobqbl8zJOp8dq,0.845,6,0,0,233920,4,0.845,-7.083,0.116,0.157,106.965,0.034,0.769,"48
",0
"Do Dhaari Talwaar (From ""Mere Brother Ki Dulhan"")",Shweta Pandit,5sbSUVQmEr3TDCILxgwga7,0.698,0,0,7.80E-06,300413,4,0.884,-7.581,0.0445,0.498,135.03,0.34,0.832,"0
",0
"Chikni Chameli (From ""Agneepath"")",Ajay-Atul,4WSHUjwe1MOhS7vNfGtOwT,0.693,1,0,0,301587,4,0.956,-5.012,0.071,0.289,90.005,0.294,0.665,"0
",0
"Dhadhang Dhang (From ""Rowdy Rathore"")",Sajid-Wajid,6a6gDPlJDyOKpCeUtDwtlm,0.468,7,1,4.98E-05,275160,3,0.921,-2.877,0.278,0.129,184.517,0.0815,0.609,"21
",0
Khair Mangdi,Bilal Saeed,2r6BuZUXaAxsNLtEx9pGVF,0.751,2,0,0,234141,4,0.814,-4.984,0.17,0.0734,113.922,0.0812,0.561, Dr Zeus & Young Fateh,0
Neele Ambar Par,Kishore Kumar,1LEh6G7NT0ujrWrdk8mDNy,0.558,0,1,0,314436,4,0.646,-8.725,0.0423,0.689,93.848,0.328,0.687,"0
",0
D Se Dance,Sachin-Jigar,6tIilLqzatIQU1RDP1kUSu,0.758,0,1,0.000313,203960,4,0.921,-4.29,0.0628,0.0154,132.935,0.0853,0.916,"37
",0
Samjhawan,Jawad Ahmad,4LO5DjN6Tp3UkUvgESuy2t,0.65,4,1,0,269185,4,0.482,-8.667,0.0281,0.293,106.994,0.0811,0.517,"59
",0
Behka,SQS Supastars,2Gbb5d7L0BXEQiHIw2xSMB,0.651,9,1,0,213055,4,0.82,-5.56,0.0371,0.00597,139.962,0.0572,0.425,"1
",0
Teri Aankhon Se,SQS Supastars,6CDCsSwZUxdgRjYBl2JVrM,0.634,4,1,0,237296,4,0.867,-4.114,0.0252,0.0343,129.983,0.116,0.834,"6
",0
"Ucha Lamba Kad (From ""Welcome"")",Anand Raj Anand,2D5me2kgodwEcSzMamBu0J,0.716,10,1,1.17E-06,279373,4,0.832,-6.131,0.062,0.0189,89.982,0.305,0.742,"0
",0
Ek Ladki Ko Dekha To Aisa Laga,Sanam,1XkVsuGYAPkJ2Oo5zpSHme,0.466,0,1,0,216000,5,0.309,-9.207,0.0386,0.859,106.627,0.212,0.18,"0
",0
Main Hoon,Sanam,6jTL6ZjxSH12hS9Djhlm9r,0.615,2,0,2.63E-05,218756,4,0.519,-5.995,0.0358,0.0917,127.879,0.107,0.306,"40
",0
Lag Ja Gale,Sanam,5HmjrYczqF90bic7vl6xft,0.393,8,1,1.09E-05,240953,3,0.32,-8.648,0.0301,0.857,135.029,0.0917,0.456,"0
",0
Hawa Hawa Acoustic,SQS Supastars,4BxMJavo9nOYFtn6GtAd42,0.659,6,0,0,167576,4,0.325,-8.459,0.032,0.809,124.844,0.104,0.486,"1
",0
"Jaane Jaan Dhoondata - From ""Jawani Diwani""",Kishore Kumar,6UYXqERCXhmqVkUpr9ZT5Q,0.392,10,1,0,354400,4,0.595,-6.224,0.0395,0.409,126.16,0.129,0.601,"31
",0
Haan De Munde,Tasha Tah,5xEs9vr7q4nueGuMVBjsdn,0.7,3,0,0,232808,4,0.894,-1.449,0.0471,0.12,140.029,0.346,0.754,"36
",0
Bang Bang,Vishal-Shekhar,5R7HpWXej6SiCrd9YJsC5g,0.703,4,0,7.02E-05,320000,4,0.678,-8.644,0.0417,0.0478,120.051,0.496,0.694,"58
",0
Aaj Mera Jee Kardaa [Today my heart desires],Mychael Danna,2E6TVCSNzkkUevjfL5fQeI,0.59,9,1,1.16E-05,311987,4,0.7,-7.891,0.0427,0.0808,148.613,0.418,0.526,"23
",0
Main Tenu,Rahat Fateh Ali Khan,0n9jJphcWgqYSJNNyjuJBg,0.617,3,1,1.16E-06,287000,4,0.496,-3.564,0.0255,0.358,102.058,0.117,0.396,"27
",0
Let the Music Play,Shamur,4jkXawep434f2T2Zt7Gzm5,0.926,4,0,0,221080,4,0.529,-6.115,0.0994,0.0136,113.991,0.0548,0.815,"37
",0
"Pari Pari (From ""Hungama"")",Babul Supriyo,3hE7Q4tIUrN10BFvs3dp9X,0.651,8,1,3.40E-06,289515,4,0.598,-10.352,0.0379,0.157,158.045,0.0671,0.685,"0
",0
"Jee Karda (From ""Badlapur)",Divya Kumar,0UeWzYaoFmWc87T5vBjB8W,0.547,11,0,0,240999,4,0.705,-7.873,0.0356,0.157,140.008,0.109,0.384,"9
",0
"Jeena Jeena (From ""Badlapur"")",Atif Aslam,4nNHA2j6uUavFOA9NMniuh,0.677,5,1,0,228969,4,0.318,-9.196,0.028,0.775,104.983,0.118,0.585,"5
",0
"Judaai (From ""Badlapur)",Rekha Bhardwaj,5fRUzlVFP5ORdntDA7oeKc,0.343,7,0,1.20E-05,271379,5,0.373,-9.363,0.0607,0.745,92.957,0.14,0.252,"31
",0
"Chal Pyar Karegi (From ""Jab Pyaar Kisise Hota Hai"")",Sonu Nigam,2Zkc7f7n1GUiuYa0QehtWd,0.623,5,1,0,378093,4,0.739,-9.6,0.0581,0.709,100.012,0.66,0.882,"0
",0
"Jadoo Hai Tera (From ""Ghulam"")",Kumar Sanu,40oPuK7DgMwBozFGRLdfYA,0.497,9,1,0.000611,458130,4,0.662,-6.49,0.0477,0.203,106.576,0.235,0.507,"0
",0
"Ghani Bawri (From ""Tanu Weds Manu Returns"")",Jyoti Noora,1XVKNlNE2quleT1ZY5yFmN,0.854,5,0,0.000311,254881,4,0.788,-4.473,0.0909,0.452,102.968,0.217,0.955,"36
",0
"Banno (From ""Tannu Weds Manu Returns"")",Brijesh Shandilya,78LZUVqzZzsuNfT6G782pP,0.758,7,1,1.92E-05,196173,4,0.877,-5.047,0.0806,0.138,108.011,0.085,0.707,"40
",0
Phir Milenge Chalte Chalte,Sonu Nigam,423nDsqUdSgJxdGNSF5WIR,0.77,0,1,1.18E-05,392960,4,0.556,-13.065,0.212,0.171,125.054,0.0558,0.922,"0
",0
Hamari Adhuri Kahani (Title Track),Jeet Gannguli,3HiobOOpSpMsi95WBKPBYk,0.223,0,1,0,398799,4,0.359,-7.569,0.0312,0.845,73.059,0.133,0.193,"60
",0
Hasi - Female Version,Ami Mishra,1cmZbGkCEVVAck2MsWpPYQ,0.52,4,0,0.000466,192187,4,0.485,-6.438,0.0269,0.927,143.901,0.159,0.407,"58
",0
"Is This Love (From ""Kismat Konnection"")",Mohit Chauhan,5SzG3i2eLv71adLswAuEng,0.591,7,1,1.87E-06,326333,4,0.816,-5.86,0.0361,0.536,119.996,0.495,0.714,"0
",0
"Rang Jo Lagyo (From ""Ramaiya Vastavaiya)""",Atif Aslam,0UBaaUsTZ6M4IZW8VKrYBZ,0.481,2,1,0,296147,4,0.668,-6.328,0.0512,0.104,157.865,0.34,0.38,"0
",0
"Jeene Laga Hoon (From ""Ramaiya Vastavaiya"")",Atif Aslam,11ZEzmgtjJhoMHTWGd5IRY,0.562,7,0,0.000204,231673,4,0.735,-7.924,0.0445,0.144,90.057,0.177,0.537,"0
",0
"Be Intehaan (From ""Race 2"")",Atif Aslam,077SVSWuifvbBbkPMPP5kw,0.559,7,1,0,290867,4,0.696,-5.583,0.0472,0.536,128.855,0.325,0.391,"0
",0
"Hona Tha Pyar (From ""Bol"")",Atif Aslam,6wunU3vKjnc9iyiMwWNa7q,0.689,4,1,0.0339,219812,4,0.546,-8.682,0.0309,0.559,102.954,0.261,0.794,"0
",0
"Thoda Thoda (From ""Jayantabhai Ki Luv Story"")",Shreya Ghoshal,6sWmf713MCsAIDNjKDsX0B,0.574,11,1,0,270234,4,0.588,-6.774,0.0318,0.405,127.003,0.163,0.785,"0
",0
"Sapna Jahan (From ""Brothers"")",Ajay-Atul,6uQkoo1UGWThtEpNEYc6Ga,0.471,0,0,0.0021,341780,4,0.329,-11.958,0.0312,0.78,126.107,0.117,0.144,"53
",0
"Sandese Aate Hai (From ""Border"")",Roop Kumar Rathod,25BvNSTOXCTche1ILbhQge,0.47,9,1,0,631092,4,0.832,-9.164,0.0577,0.68,89.086,0.399,0.721,"0
",0
Desi Thumka (feat. Osama Com Laude),Nouman Khalid,3850yU3ZvzB8KkVwGWKWUZ,0.751,8,1,0,226692,4,0.579,-11.353,0.0575,0.112,125.039,0.174,0.578,"30
",0
"Laila (From ""Shootout At Wadala"")",Anand Raj Anand,1jWqZBa08ZX7JoOA3CXed0,0.766,7,1,5.62E-06,217493,4,0.897,-5.021,0.178,0.0902,130.083,0.0727,0.675,"0
",0
Choo Lo,The Local Train,2qgXrzJsry4KgYoJCpuaul,0.512,4,1,0.00815,233630,4,0.695,-6.349,0.0271,0.0265,145.957,0.146,0.351,"60
",0
Bandey,The Local Train,2sNMcxZh7AwImXtrv8UV3S,0.658,8,1,0.000755,305336,4,0.621,-7.506,0.03,0.0112,92.025,0.109,0.613,"44
",0
Dil Mere,The Local Train,6ZmtxXUXRVjxOhugKkmerC,0.655,8,1,0.0323,211290,4,0.473,-9.806,0.0267,0.842,92.962,0.167,0.572,"57
",0
"Mileya Mileya (From ""Happy Ending)",Rekha Bhardwaj,2KpxQeRbF8ei9u1BeAOdBL,0.726,0,1,0.0199,266279,4,0.456,-9.094,0.0414,0.227,124.976,0.13,0.388,"37
",0
"Blame the Night (From ""Holiday"")",Pritam,2Zflo0G1g6ILxpJSAy0TCf,0.608,0,0,1.99E-06,265018,4,0.985,-3.293,0.14,0.177,139.986,0.715,0.349,"0
",0
"Lag Ja Gale (Remix) - From ""Woh Kaun Thi""",Sanam,0LVi2f3htODmlERLy51fIW,0.393,8,1,1.09E-05,240953,3,0.32,-8.648,0.0301,0.857,135.029,0.0917,0.456,"0
",0
"Ek Ladki Ko Dekha To (Remix) - From ""1942: A Love Story""",Sanam,1NKiwsq3cE1lBTlT0ejqav,0.387,0,1,0,216000,4,0.309,-9.207,0.0439,0.862,80.043,0.213,0.178,"0
",0
"Yeh Raaten Yeh Mausam (Remix) - From ""Dilli Ka Thug""",Sanam,0NbEjrsYfTTlKVqpSM7X52,0.693,5,0,1.82E-06,208944,3,0.319,-7.743,0.0327,0.895,151.068,0.108,0.659,"0
",0
"O Mere Dil Ke Chain (Remix) - From ""Mere Jeevan Saathi""",Sanam,1ct4cVRIDw2yA2HBCZ42mi,0.786,11,0,1.93E-06,202623,4,0.639,-7.309,0.0382,0.22,122.003,0.0898,0.71,"0
",0
"Roop Tera Mastana (Remix) - From ""Aradhana""",Sanam,2LgoelKBVrqHAucYxe5FFA,0.724,7,1,1.34E-06,179286,4,0.644,-5.746,0.0609,0.494,84.02,0.113,0.77,"0
",0
Kora Kagaz,Sanam,60Tk3fWc1l5V9IcxL5MdKd,0.524,0,1,0,204000,3,0.42,-9.033,0.0301,0.699,179.968,0.0902,0.549,"0
",0
Yeh Zindagi Hai,The Local Train,6IskNuvBwK8YzFrjvXIp5h,0.633,9,1,0,249160,4,0.616,-7.395,0.0288,0.126,131.072,0.078,0.7,"44
",0
To Kia Hua,Bilal Khan,4ezjinElwD5yeQQX2aa5My,0.67,0,0,3.90E-05,281559,4,0.494,-7.309,0.0317,0.204,154.056,0.104,0.705,"25
",0
,,08ZOkiDOuLIvpe8hyE3UUh,0.572,7,1,1.27E-06,149029,4,0.369,-7.942,0.0281,0.82,75.04,0.0978,0.233,"0
",0
Ijazat,Falak shabir,39HVvEnYTgCOpR82JHxwYI,0.676,1,0,0,247355,4,0.56,-6.096,0.0467,0.345,80.027,0.114,0.48,"0
",0
Bachana,Bilal Khan,0EEqTP594cPCt6YYx1dpKh,0.795,6,1,0,216970,4,0.25,-9.678,0.0304,0.866,97.967,0.124,0.516,"35
",0
Gal Mitthi Mitthi,Amit Trivedi,4J9n7thOdqi8gxRGNyQoVC,0.906,0,1,0.0165,255907,4,0.699,-5.526,0.0462,0.13,129.946,0.178,0.938,"51
",0
Sham,Amit Trivedi,5Q58RkKyUafm15Syxg79DW,0.722,4,1,1.06E-05,284627,4,0.288,-10.767,0.0444,0.827,119.899,0.12,0.502,"59
",0
Love Mashup 2015 (By DJ Chetas),Shankar-Ehsaan-Loy,7p5uzwVPw0XJmtZSmrsQ8P,0.552,11,1,0,289260,4,0.791,-4.681,0.0358,0.0538,99.742,0.102,0.309,"50
",0
Manwa Re,Noori,61fzdZgmnQ2wg9vmHqwDgN,0.727,1,1,0.000212,207553,4,0.667,-6.8,0.0337,0.246,92.01,0.0988,0.412,"30
",0
Arijit Singh Mashup (By DJ Paroma),Jeet Gannguli,5Ox43gIWUNW6pAgx3F3oi7,0.583,9,0,0,245409,4,0.766,-5.142,0.0439,0.272,89.962,0.354,0.437,"48
",0
"Saanson Ko (From ""Zid"")",Sharib Toshi,5WcqOuE707z138dFwBxvqH,0.636,2,0,2.54E-06,290347,4,0.745,-5.4,0.0378,0.155,139.986,0.116,0.719,"0
",0
"Manwa Laage (From ""Happy New Year"")",Arijit Singh,6PfLHyz5aXGDYePYHIwIDu,0.676,0,1,0,272171,4,0.69,-6.239,0.0524,0.562,81.004,0.101,0.599,"0
",0
Dil Luteya Feat. Apache Indian,Jazzy B,45S7Va5J6LsiIh8yCbLkA5,0.562,2,1,0,261867,4,0.775,-5.951,0.275,0.241,89.979,0.284,0.884,"52
",0
Double Addi (feat. Dj Ice & 2 Nyce),Mickey Singh,39ziEjZkY05r4uVb9rjd1p,0.62,2,0,0,242627,4,0.891,-5.315,0.0528,0.00633,127.965,0.318,0.581,"43
",0
Pakeezah,Gulraj Singh,3RAqJsgCOpwiPhkqmEvgI0,0.731,7,1,0,265194,4,0.473,-9.328,0.0266,0.258,101.97,0.0742,0.643,"40
",0
Abhi Mujh Mein Kahin,Ajay-Atul,73y649QhnXdcm6fRdvfraO,0.334,2,1,3.94E-05,364787,1,0.387,-9.483,0.0332,0.755,129.959,0.113,0.42,"58
",0
Mareez - E - Ishq,Sharib Toshi,2HqSND303T7sT0wOPj3K3C,0.526,7,1,4.85E-06,291148,4,0.63,-6.46,0.0557,0.487,158.063,0.102,0.614,"47
",0
"Mast Magan (From ""2 States"")",Chinmayi,5KU097BWV4RkhjfoxCZUun,0.359,7,1,0.000101,279041,4,0.82,-5.194,0.0522,0.605,73.978,0.382,0.86,"0
",0
"Kabhi Jo Baadal Barse (From ""Jackpot"")",Arijit Singh,617d0hIKQkfi0F7CGqs1NR,0.312,0,0,0,253572,4,0.48,-5.811,0.0318,0.712,72.364,0.111,0.314,"0
",0
"Raabta (From ""Agent Vinod"")",Arijit Singh,2mJmbTUff5LGFw7XCCDRFz,0.665,0,1,1.41E-05,243645,4,0.551,-8.343,0.0291,0.648,118.036,0.114,0.428,"0
",0
Dance Basanti,Sachin-Jigar,1NxlktIRgiAPJ8U06v9veI,0.833,6,0,2.74E-06,223992,4,0.74,-4.513,0.129,0.166,103.035,0.363,0.804,"52
",0
